20240101 203300;1.103940;1.103940;1.103730;1.103890;0
20240101 203400;1.103880;1.103910;1.103820;1.103830;0
20240101 203500;1.103840;1.103840;1.103740;1.103790;0
20240101 203600;1.103780;1.103780;1.103710;1.103780;0
20240101 203700;1.103780;1.103830;1.103780;1.103790;0
20240101 203800;1.103780;1.103790;1.103690;1.103730;0
20240101 203900;1.103750;1.103770;1.103690;1.103730;0
20240101 204000;1.103730;1.103790;1.103710;1.103730;0
20240101 204100;1.103740;1.103740;1.103710;1.103740;0
20240101 204200;1.103740;1.103780;1.103700;1.103750;0
20240101 204300;1.103750;1.103800;1.103740;1.103800;0
20240101 204400;1.103800;1.103820;1.103790;1.103820;0
20240101 204500;1.103830;1.103990;1.103830;1.103870;0
20240101 204600;1.103880;1.103940;1.103870;1.103890;0
20240101 204700;1.103890;1.103970;1.103840;1.103890;0
20240101 204800;1.103880;1.103940;1.103850;1.103880;0
20240101 204900;1.103880;1.103880;1.103850;1.103870;0
20240101 205000;1.103880;1.103880;1.103840;1.103850;0
20240101 205100;1.103850;1.103880;1.103720;1.103770;0
20240101 205200;1.103770;1.103820;1.103770;1.103790;0
20240101 205300;1.103790;1.103790;1.103710;1.103720;0
20240101 205400;1.103720;1.103820;1.103720;1.103790;0
20240101 205500;1.103800;1.103800;1.103700;1.103730;0
20240101 205600;1.103730;1.103730;1.103640;1.103640;0
20240101 205700;1.103640;1.103650;1.103490;1.103490;0
20240101 205800;1.103510;1.103550;1.103470;1.103530;0
20240101 205900;1.103500;1.103500;1.103420;1.103480;0
20240101 210000;1.103470;1.103570;1.103470;1.103530;0
20240101 210100;1.103510;1.103510;1.103440;1.103440;0
20240101 210200;1.103430;1.103550;1.103430;1.103540;0
20240101 210300;1.103530;1.103590;1.103480;1.103480;0
20240101 210400;1.103480;1.103560;1.103470;1.103550;0
20240101 210500;1.103540;1.103540;1.103420;1.103420;0
20240101 210600;1.103430;1.103430;1.103360;1.103430;0
20240101 210700;1.103440;1.103440;1.103330;1.103340;0
20240101 210800;1.103340;1.103340;1.103140;1.103210;0
20240101 210900;1.103210;1.103260;1.103170;1.103250;0
20240101 211000;1.103260;1.103270;1.103240;1.103270;0
20240101 211100;1.103260;1.103270;1.103230;1.103230;0
20240101 211200;1.103230;1.103250;1.103190;1.103190;0
20240101 211300;1.103180;1.103180;1.103150;1.103170;0
20240101 211400;1.103180;1.103200;1.103170;1.103180;0
20240101 211500;1.103170;1.103170;1.102970;1.102980;0
20240101 211600;1.102990;1.103020;1.102950;1.102950;0
20240101 211700;1.102940;1.102960;1.102940;1.102950;0
20240101 211800;1.102950;1.102950;1.102930;1.102930;0
20240101 211900;1.102920;1.102970;1.102920;1.102960;0
20240101 212000;1.102970;1.102990;1.102950;1.102970;0
20240101 212100;1.102970;1.102990;1.102910;1.102940;0
20240101 212200;1.102940;1.102940;1.102810;1.102820;0
20240101 212300;1.102810;1.102830;1.102680;1.102730;0
20240101 212400;1.102720;1.102730;1.102660;1.102730;0
20240101 212500;1.102710;1.102730;1.102670;1.102680;0
20240101 212600;1.102680;1.102760;1.102670;1.102760;0
20240101 212700;1.102730;1.102770;1.102670;1.102670;0
20240101 212800;1.102660;1.102720;1.102660;1.102710;0
20240101 212900;1.102700;1.102710;1.102620;1.102620;0
20240101 213000;1.102650;1.102660;1.102600;1.102610;0
20240101 213100;1.102610;1.102660;1.102590;1.102610;0
20240101 213200;1.102610;1.102630;1.102550;1.102580;0
20240101 213300;1.102570;1.102590;1.102440;1.102540;0
20240101 213400;1.102530;1.102660;1.102480;1.102630;0
20240101 213500;1.102620;1.102660;1.102610;1.102620;0
20240101 213600;1.102610;1.102680;1.102610;1.102630;0
20240101 213700;1.102610;1.102660;1.102560;1.102630;0
20240101 213800;1.102630;1.102660;1.102590;1.102590;0
20240101 213900;1.102580;1.102620;1.102560;1.102560;0
20240101 214000;1.102570;1.102580;1.102460;1.102460;0
20240101 214100;1.102430;1.102460;1.102320;1.102320;0
20240101 214200;1.102310;1.102320;1.102210;1.102220;0
20240101 214300;1.102210;1.102320;1.102210;1.102300;0
20240101 214400;1.102310;1.102380;1.102270;1.102360;0
20240101 214500;1.102370;1.102400;1.102310;1.102310;0
20240101 214600;1.102320;1.102340;1.102230;1.102230;0
20240101 214700;1.102220;1.102280;1.102200;1.102270;0
20240101 214800;1.102260;1.102310;1.102210;1.102290;0
20240101 214900;1.102300;1.102310;1.102140;1.102140;0
20240101 215000;1.102150;1.102190;1.102140;1.102140;0
20240101 215100;1.102150;1.102180;1.102140;1.102170;0
20240101 215200;1.102160;1.102180;1.102140;1.102170;0
20240101 215300;1.102180;1.102180;1.102020;1.102030;0
20240101 215400;1.102020;1.102030;1.101980;1.102000;0
20240101 215500;1.102010;1.102010;1.101970;1.102000;0
20240101 215600;1.102010;1.102110;1.102010;1.102010;0
20240101 215700;1.102010;1.102030;1.101890;1.101890;0
20240101 215800;1.101870;1.101880;1.101830;1.101840;0
20240101 215900;1.101830;1.101890;1.101820;1.101870;0
20240101 220000;1.101870;1.101940;1.101870;1.101920;0
20240101 220100;1.101910;1.101920;1.101870;1.101870;0
20240101 220200;1.101870;1.101870;1.101860;1.101860;0
20240101 220300;1.101850;1.101860;1.101790;1.101830;0
20240101 220400;1.101830;1.101880;1.101820;1.101880;0
20240101 220500;1.101880;1.101880;1.101760;1.101770;0
20240101 220600;1.101800;1.101950;1.101800;1.101930;0
20240101 220700;1.101930;1.102030;1.101930;1.102030;0
20240101 220800;1.102030;1.102080;1.102020;1.102080;0
20240101 220900;1.102080;1.102160;1.102080;1.102130;0
20240101 221000;1.102110;1.102260;1.102080;1.102240;0
20240101 221100;1.102240;1.102280;1.102220;1.102230;0
20240101 221200;1.102230;1.102310;1.102230;1.102300;0
20240101 221300;1.102310;1.102360;1.102230;1.102230;0
20240101 221400;1.102230;1.102230;1.102130;1.102220;0
20240101 221500;1.102220;1.102360;1.102220;1.102280;0
20240101 221600;1.102290;1.102340;1.102280;1.102290;0
20240101 221700;1.102310;1.102390;1.102280;1.102370;0
20240101 221800;1.102390;1.102400;1.102260;1.102270;0
20240101 221900;1.102270;1.102290;1.102230;1.102240;0
20240101 222000;1.102230;1.102260;1.102170;1.102220;0
20240101 222100;1.102240;1.102240;1.102190;1.102190;0
20240101 222200;1.102180;1.102230;1.102180;1.102230;0
20240101 222300;1.102230;1.102230;1.102220;1.102220;0
20240101 222400;1.102230;1.102290;1.102230;1.102270;0
20240101 222500;1.102280;1.102290;1.102200;1.102230;0
20240101 222600;1.102220;1.102220;1.102210;1.102210;0
20240101 222700;1.102190;1.102190;1.102060;1.102100;0
20240101 222800;1.102110;1.102120;1.102090;1.102090;0
20240101 222900;1.102100;1.102150;1.102090;1.102130;0
20240101 223000;1.102160;1.102230;1.102160;1.102230;0
20240101 223100;1.102230;1.102240;1.102220;1.102230;0
20240101 223200;1.102230;1.102230;1.102230;1.102230;0
20240101 223300;1.102250;1.102260;1.102200;1.102200;0
20240101 223400;1.102190;1.102210;1.102120;1.102120;0
20240101 223500;1.102120;1.102140;1.102080;1.102080;0
20240101 223600;1.102080;1.102140;1.102060;1.102140;0
20240101 223700;1.102140;1.102220;1.102120;1.102180;0
20240101 223800;1.102170;1.102170;1.102140;1.102140;0
20240101 223900;1.102130;1.102200;1.102130;1.102190;0
20240101 224000;1.102200;1.102230;1.102200;1.102220;0
20240101 224100;1.102240;1.102260;1.102190;1.102190;0
20240101 224200;1.102190;1.102240;1.102190;1.102240;0
20240101 224300;1.102240;1.102270;1.102230;1.102270;0
20240101 224400;1.102270;1.102300;1.102250;1.102300;0
20240101 224500;1.102310;1.102450;1.102310;1.102450;0
20240101 224600;1.102450;1.102470;1.102440;1.102470;0
20240101 224700;1.102470;1.102470;1.102380;1.102380;0
20240101 224800;1.102390;1.102440;1.102390;1.102440;0
20240101 224900;1.102440;1.102450;1.102430;1.102440;0
20240101 225000;1.102440;1.102450;1.102410;1.102430;0
20240101 225100;1.102430;1.102450;1.102430;1.102440;0
20240101 225200;1.102410;1.102410;1.102390;1.102390;0
20240101 225300;1.102400;1.102400;1.102400;1.102400;0
20240101 225400;1.102400;1.102400;1.102400;1.102400;0
20240101 225500;1.102390;1.102410;1.102380;1.102410;0
20240101 225600;1.102400;1.102400;1.102390;1.102390;0
20240101 225700;1.102390;1.102420;1.102340;1.102400;0
20240101 225800;1.102390;1.102430;1.102390;1.102430;0
20240101 225900;1.102430;1.102470;1.102430;1.102450;0
20240101 230000;1.102450;1.102490;1.102450;1.102480;0
20240101 230100;1.102480;1.102500;1.102390;1.102400;0
20240101 230200;1.102400;1.102460;1.102400;1.102450;0
20240101 230300;1.102440;1.102450;1.102440;1.102450;0
20240101 230400;1.102450;1.102450;1.102220;1.102220;0
20240101 230500;1.102240;1.102240;1.102220;1.102230;0
20240101 230600;1.102240;1.102250;1.102230;1.102250;0
20240101 230700;1.102250;1.102250;1.102130;1.102150;0
20240101 230800;1.102150;1.102190;1.102070;1.102180;0
20240101 230900;1.102190;1.102230;1.102180;1.102190;0
20240101 231000;1.102190;1.102190;1.102130;1.102130;0
20240101 231100;1.102140;1.102140;1.102090;1.102090;0
20240101 231200;1.102090;1.102160;1.102090;1.102140;0
20240101 231300;1.102140;1.102140;1.102140;1.102140;0
20240101 231400;1.102140;1.102270;1.102140;1.102180;0
20240101 231500;1.102220;1.102240;1.102220;1.102230;0
20240101 231600;1.102230;1.102240;1.102200;1.102210;0
20240101 231700;1.102220;1.102220;1.102160;1.102180;0
20240101 231800;1.102180;1.102180;1.102160;1.102160;0
20240101 231900;1.102140;1.102140;1.102090;1.102090;0
20240101 232000;1.102090;1.102090;1.102090;1.102090;0
20240101 232100;1.102100;1.102180;1.102100;1.102130;0
20240101 232200;1.102130;1.102130;1.102090;1.102090;0
20240101 232300;1.102080;1.102090;1.102080;1.102080;0
20240101 232400;1.102090;1.102120;1.102080;1.102120;0
20240101 232500;1.102110;1.102110;1.102040;1.102080;0
20240101 232600;1.102070;1.102080;1.102030;1.102030;0
20240101 232700;1.102040;1.102040;1.101980;1.101980;0
20240101 232800;1.101970;1.101990;1.101930;1.101930;0
20240101 232900;1.101930;1.101940;1.101920;1.101920;0
20240101 233000;1.101940;1.101990;1.101930;1.101980;0
